,content,like_count,comment_count,date
849,"We're proud to be listed as a 2017 Best and Brightest Companies to Work For among such awesome organizations! http://bddy.me/2j3pix9
2017 Best and Brightest Companies to Work For in the Nation
101bestandbrightest.com
The Best and Brightest Companies to Work For® competition identifies and honors organizations that display a commitment to excellence in their human resource practices and employee enrichment. Organizations are assessed based on categories such as communic
",97,1,3yr •
850,"Create brand-defining customer experiences using storytelling with tips from Jen Travis, brand & digital strategist: http://slalom.ws/2j3E1s8
Use storytelling to outpace your competitors in the market
slalom.com
A compelling story can make or break your brand. A story that creates a feeling-good or bad-will be stronger than anything else you say. You can let a story happen to you, like when a family was kicked off a Delta flight because they wouldn't give up a sea
",33,0,3yr •
851,"Empower each member of your organization to make data-driven decisions. The keys to success are in this whitepaper: http://slalom.ws/2ABJfq4
Organizations have more data than ever but struggle to turn it into actionable insights. We can help.
slalom.com
Empowering every member of your organization to make data-driven decisions requires looking beyond technical solutions. It's essential to cultivate the mindset of a shopkeeper who makes data readily available to users, rather than a gatekeeper focused on s
",5,0,3yr •
852,"We helped Teradata adjust to a DevOps mentality. Here’s how: http://slalom.ws/2C58uxW
Teradata can now incubate new ideas and test quickly. At little to no cost.
slalom.com
Close collaboration had the bonus benefit of setting Slalom up to rapidly explore new product ideas for Teradata. Over time, our engineers developed familiarity with Teradata's technology stack and formed strong relationships across the company. The team a
",29,0,3yr •
853,"Organizations can't proceed with data solutions until they address the question of why. Why do you need all this data? What strategy is the data supporting? http://slalom.ws/2AoBxPP
Start asking the hard data questions; get the 'Everyone an analyst' whitepaper.
slalom.com
Empowering every member of your organization to make data-driven decisions requires looking beyond technical solutions. It's essential to cultivate the mindset of a shopkeeper who makes data readily available to users, rather than a gatekeeper focused on s
",30,0,3yr •
854,"Wednesday's webinar, 'Data for Everyone' is available on demand now. We discussed how orgs go from simply amassing data to making data-driven decisions, how to foster a data-friendly culture, and more. Watch it here: http://slalom.ws/2B1dZQD
…see more
Activate link to view larger image.
",67,0,3yr •
855,"Are you ready to establish a single source of truth so your teams stop waste time justifying their numbers? Our free webinar, Data for Everyone, starts in a few short hours. Register here: http://slalom.ws/2nxQ4mz
Activate link to view larger image.
",42,0,3yr •
856,"Thank you to our employees for recognizing us as a Best Places to Work 2018! We're proud and honored to have been listed on Glassdoor's Employees' Choice for the eighth time: http://slalom.ws/2zSYyWO
Slalom recognized as Glassdoor Best Places to Work 2018
glassdoor.com • 1 min read
Employees have spoken! Here are the Best Places to Work in 2018, according to employees. Did your company make the list?
",144,0,3yr •
857,"""Whether you’re an infrastructure engineer, data scientist, application developer, security, networking, testing, DBA, the list goes on… you’d be hard pressed to not find something significant to take away."" http://bddy.me/2kpzkfZ
From Las Vegas, the annual AWS re:Invent 2017 recap
slalomtechboston.com
What I like about re:Invent is it has a little something for everyone. Whether you're an infrastructure engineer, data scientist, application developer, security, networking, testing, DBA, the list goes on... you'd be hard pressed to not find something sig
",37,0,3yr •
858,"That's a wrap for AWS re:Invent 2017. We gathered, shared best practices, and demoed. And our partnership with Amazon Web Services for their launch of Alexa for Business was announced. Learn more: http://bddy.me/2AzjqWF
Activate link to view larger image.
",120,3,3yr •
859,"Breaking news from re:Invent today: we're one of the launch partners for AWS's new Alexa for Business. Excited to get to work! https://lnkd.in/dsb--FW
Activate link to view larger image.
",96,0,3yr •
860,"Here's how you can use storytelling to differentiate your company in a competitive market: http://slalom.ws/2ijkkja
Learn how to drive deeper engagement with storytelling
slalom.com
A compelling story can make or break your brand. A story that creates a feeling-good or bad-will be stronger than anything else you say. You can let a story happen to you, like when a family was kicked off a Delta flight because they wouldn't give up a sea
",45,0,3yr •
861,"Excited to see Brad Jackson make the list of Best CEOs 2017 as rated by employees via Comparably! https://lnkd.in/dGKkzcp
Best CEOs 2017
comparably.com
Comparably is publishing our annual Best Places to Work 2017 lists this week, starting with the 50 Top Ranked CEOs in the United States (for large and mid/small companies). The winners are based on the CEOs that had the highest scores, as rated by their em
",123,0,3yr •
862,"“By taking our cloud capabilities to a new level in the public clouds, we’re making it that much easier for our customers to succeed.” – Ashutosh Tiwary, vice president & general manager, Teradata http://slalom.ws/2zJo84S
Teradata partnered with Slalom to develop powerful managed cloud services
slalom.com
Close collaboration had the bonus benefit of setting Slalom up to rapidly explore new product ideas for Teradata. Over time, our engineers developed familiarity with Teradata's technology stack and formed strong relationships across the company. The team a
",44,0,3yr •
863,"“You took on big, big visions,” Brad Jackson said to the hackathon participants. “I didn’t know what to expect, but every one of you chose something that can make a big difference in people’s lives.” http://bddy.me/2n3J7Js
Slalom teams work to improve the world during the AI Hackathon
youtube.com
",36,0,3yr •
864,"“[Retailers] can transform their brick-and-mortar stores into inspired, fun, community-based destinations that draw customers in—and keep them coming back.” http://slalom.ws/2mWVqaB
Over 300 retailers declared bankruptcy this year. Here's how retail stores can survive.
slalom.com
Beata Rycharski is a seasoned retail strategist and program delivery leader in Slalom's retail practice in Seattle. She has over 15 years of experience building digital solutions in the travel and fashion retail industries, and most recently designing stor
",19,5,3yr •
